ext,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
mlelopenabdjdleeijfiakmddpponpol,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
epnnkbabgdnbfhpiknimlkklclmakijk,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,14
fabhmgkbbflmjhddlnhkagibjidglnpk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
ikbgfchmbnooojaalbipinbekdkofpjm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
nakcddgmfmjmdbfahkkiijejmmfkfipc,Productivity,0,0,0,1,0,0,0,1,1,0,0,0,15
apiocipiojpabcoihgbmdoladkokbnlg,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,5
kencjkgapindpgehbgolojoocgpcepfk,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
ecdhegimfnbapdpfnjnjkkedlikfioco,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,6
cpddihacdnimdjdchmobaefmcilcpddd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
llmngefiodkghhdlcdofhhglgjbfajpi,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,12
fhnlapempodiikihjeggpacnefpdemam,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
mgoehjmckcihfglkkfpajfjmpcflpklf,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
eilojhemeemnpfmailfeiggpgilblaco,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,9
indkckjhobpnbgkjbppehhihfpdmcjon,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,13
lgnifcgbjhdfeffmlegdlhokoiefihen,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
nohdddnojpoohngaacepdbpajiamblfp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,18
chdafcbnfkfenoeejpaeenpdamhmalhe,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
pegpfhbecbiefakehnmehoaembjmican,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
bignnakjkgljmpdiolailocmpbjpnlog,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
oifpilfadchkicfimcaheiliifencijo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
fjagpiiigcbhcfpbngocghlekndpnikk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
fbdafldgdbalnalikaggjmgnadcifejc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
pcbjnceehmdjneajhlhhgidbccimbbke,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
cejjplkmdfnnlmphbhpbnfmkhkknnokg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
khgmenamfnkjenlfaijkjhhdaehemhhf,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
jioiekpeoobdbkflepbcjgkienkfhfpb,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,14
nlpjmpjcnmkbkgjbejlgcnjdmgpdjomd,Productivity,1,0,0,0,0,0,0,1,1,1,0,0,8
kponnmlifpfomhjokahcjfhnmpieoddd,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,12
cpcnbnofbhmpimepokdpmoomejafefhb,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,11
jjppfdghakbnajlcgimoocongklffodn,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,10
mjncgoplaadnohdddphicedebkafaphe,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,10
bfgpphnadhhfdbkjcbjolignifapccdh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
gfjhjjpfbhbkdidgimbdnhipbdmmmpkj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
jblkdmfjeneigilcadmcadginneecjoe,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,15
cfiidebbbmkffbebdeaenbkipgifokhn,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
gogioagefecnpkiaoegkobapeklhchni,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
ngdoooaiepnfpllgkjpfphicafinlgge,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
hbiimfgjcnkkokhcaoclenpmnnanakff,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,14
lnldegfbcpbaloalllolfjbekjkjieom,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
jmjkddmoofnpdkdjmlaeanikemeomeob,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,11
cjmlnaabfplidoaeildcdndpnefcdhoh,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,12
fmbehbgegmmidackgnpnfifhegbnnpek,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
fdfemjpbhpcjeadhbblfifdldedefnhe,Productivity,0,0,0,1,0,0,0,0,1,1,0,0,14
ikiefohdlndgpafffdfpcllkpfdgddaa,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,9
hcmjdmffibhdokpbajaiegfpemmkfpcm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
nklechikgnfoonbfmcalddjcpmcmgapf,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
hfcmoakkedofbpojbohbabbbpnhgboap,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,4
eblnlelbhacfliafbpolhdeogpolchoi,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,8
cefpdllmnabadkbgdppfnkmgjomcnjnk,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,12
nhmikhiiiehhokigianadabbcbdbanmp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
dkbihgadoohejmlhpffffbmbhmkhjbfi,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
jchnjaoenbpjjnfgnfhfljcdfhmpljic,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
fnfofokdnhfibkibafajchkhodbhjgim,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
nlbpiflhmdcklcbihngeffpmoklbiooj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
aoananblbpkihfolfalanokhfbgloifd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
kmafnilikimpnlmdpgnnchhlcchdapbc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
olmabeadgbpmhllgdkemfdnmkngkbkeg,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,7
ecelmjbdjllfjcidjcbbggfehpfmnjjc,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,11
blicpdhhajlodleohohaeommdmpjfoab,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
goficmpcgcnombioohjcgdhbaloknabb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
icegcmhgphfkgglbljbkdegiaaihifce,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
ekpipjofdicppbepocohdlgenahaneen,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
pejofheppddmifhohdecbiocahfjhfjb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
hobcdfpaenipabjldommmpjopagmplmk,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,18
iffnacikcgjlndahdgnckeekdefoafbn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
cmedmhnddgokbjflbjhkbeakkpaeenkc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
effgadpnajejiggfiimjjnkhaggcgdfb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
ncoadlppaciemlepmdmdnecjlfmbidcd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
kdkdbeinbohlllbkgammmkienajaiimn,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,8
meimoidfecamngeoanhnpdjjdcefoldn,Productivity,0,0,0,1,0,0,0,1,1,0,0,0,15
bphdkmejkbcfcglcgmmbmjggafkgfjcm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
fillnkhhkimbilnofnpjlnfkahbkabld,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
hmjofdjfgjjejhgjigakoaddbgldgjai,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
lcmbpoclaodbgkbjafnkbbinogcbnjih,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,12
odmkmbaemidenlddgpioojljlagofpgi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
iiaadipohcenaagngllohhjehohdcehp,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,10
plkdbophokgibnhgphiamdpgamdcpcfc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
jnlmbilobhpnahfiaojhcnoldglhjppp,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,10
ihnkomcdpdadencefknaapmlakkiimll,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
dpmgkmhejfmekgcnpofhdnnjdfekmmhc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
hopcbmeplpekjenhhkiceeeaeoeoaona,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
gohcmgakipmdlpacegcgolafdhdlgifl,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,14
epcneeimefdgaaokhookbcmgeeffimdf,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,10
gljdkkichjgocpdmiaachhlfccddcjgb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
jnflnneeofinkbkcdcmbagjloaiaagjn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
cegjnbajkdmaijhcimmajappmimkohhe,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
oeopbcgkkoapgobdbedcemjljbihmemj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
ccnmpmhfdnoeaaffhkcoggalkipghgjn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
mmgdhlfkhegdnekkioecjnnhgnplgdoa,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
idfhlllhllmfddehbflhplbfkpnganba,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
jnlnibjgafmamocabdhidiaajkdphkpe,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,11
fncppibngkbnddjflodllimlagpfdkmn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
majjlmlppjndmdlkhcokmgodafjgmjch,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
bdelpikkfijfeajjaedjncilafhkcbpe,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,8
gdepnpocbchjmapbejcnndijdoodolnl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
gjpmpmjjkenmgbbkcdpfepmodmhgepkg,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
pcbkeahacgjckcikibohfhlofpbaegdo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
njifpcdmmfnogilppbhohhndcijflccj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
hcffgojagdaebjicjhbcjpmbolaaepme,Productivity,1,0,0,0,0,0,0,1,1,1,0,0,10
epgpingfepgoajbdbmjgjafmdfaephid,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
napbejkndjhcciibiglkimmgdlfjcbnp,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,15
olnblpmehglpcallpnbgmikjblmkopia,Productivity,0,0,0,0,0,0,0,1,1,1,1,0,10
ephndokgomnkmakhgihlbephgmlabgja,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,12
cgkmhlnbmfjmlplmcdnannneiplmjiba,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,5
aphldjclndofhflbbdnmpejbjgomkbie,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
mldjgdjfkdeehemaalmhnahbjlaldhkd,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,10
ehigjigpolmdglippjafhnpngmaeepkp,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,9
pellcbigddocfdhekikapnhdkdffdage,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
kpckoicladndijfepjdhgioebklepckp,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
ejdgicolpincjehkcpddionoadmomcog,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
ehhkfhegcenpfoanmgfpfhnmdmflkbgk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
elbkjcjgakaoccocmbglokgmalkoacie,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
gniejkbdlpcgfmgmfbnldfjmijmklacl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
cjgjbjogfodppempgdlppgefojbcmjom,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,14
epefaednifmpgcdkedbcjkecibikpdkd,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
kocefagidbbcdghmdnhndemdjpjjdngj,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,13
ebbmganccobhlpcbkmodhiclngkbkcci,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
beljneelhnmgjkgfjfbbjfoihkfcnlpk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
mmfojmapmifacojoajmmcdhfapoagfho,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
mpdpfnabohjiinfoagikghmlnpnjmihg,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,14
mklbhckkgddhlcdagmobdmnadpjokkkn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,6
lafhiiebffibifegdiifmbgojeefcdmp,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,15
igjbanombehknhemjheneooeifeanncd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
iaginlbnfmfahanpolmnepackmcjbakk,Productivity,0,0,0,1,0,0,0,0,1,1,0,0,11
mncaenllngkhkjfecnelhohdfnaaiond,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
ofgmgdpadplgpldekpogcooocenpeplc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,2
mbhlgdoggkaokbjpdibodimjagkddggb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
mfopfjanlbpilcokdpnffbhmpnelbbnh,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,7
ngkibnakbbffnobpknidlielipepgnah,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,10
oglpkfhelaekphnneconjiofleeonfef,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,5
inelpdicajcefchddfnadebfobllikbn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
mgkdeelfbcjcfdhbjahmomdigbkogmln,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
omhnlohppcemjgnmljofppckfpdgjmpn,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,9
hkhggnncdpfibdhinjiegagmopldibha,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
gnblbiejffheicnecifnolcpkeamnfdk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
hgijldiddllnhajdklcdpciedpkddeip,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
ojkfpfmfcggndogcjbnnkijmnccjkkhe,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,14
pnfiadhpnilmhffeogmhkjhngmepnhmm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
lpaboeaccgehipchabmnialhaihbmhji,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
kdimfopclaeakpadknjkcaeijcicjaep,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,16
lfhinhnimepodbmeokpeifohokpkpmki,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,10
kpeddnjcnhamkpchndkojigeigkgiomm,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,11
bcbebckcfnbhmhcghnnhhldcombkloaf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
jipobffkabkgddgmdmmgjoaopbnjnffn,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,7
acieclflijheaejbikfnkpeikogkkgio,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,11
pkhpccaeagckbkkenngbgijkkhcaejaa,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
iiohcaefnagagajbcpibfhgklncjegci,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
bkjfmpffdfllcgmniicjpgmmlbplblhb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,3
mbimichnnpdkniapbjenpkdenmmaokcd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
fmhpbbdpdhjkpbklloabkncldkmggaik,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,16
abkbacbclmclkakodfcfkneoabaedjnf,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,7
oiikedcjldbckdaideaaeoekdmmeholo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
kfdmpkmmcfjkcbgpnnflbdeecndbgbkj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
ehjifhihbonoodbfejinidhlfnppdmjf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
kfaeacghpaeeccoonidjdpfpehbclabl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
lmmmdnmgmgnimgcfbnomdgeldehlfafn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
obghhadpkgfojmbgcklomnaojpjeddan,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
mdjpchdeeooclciibekpbncdjjiglnna,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,3
pgcleadjbkbghamecomebcdakdmahkeh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
cgkplnhifcomgjdcgmhfinhkahecphml,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
ahcbihankfiohjghejefplacjpmfoidk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
ddccabpjgecnegndgkghilemjpbocjpd,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,12
efgnonjdjdpncdceljgjbopegddjojhn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
dnjclaacpfcokogoillehefgnkeefojj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
appfeobgemfbhgkanfmnefiijjihencd,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
aindpjponenaocicnndnfeablomdhckc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
gjlgjoioabomkkoefbhophippopiiafa,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
bfeldahomapdhmnmedanpodjpkfjohen,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
bfcdaalpeodhimbiipneeaoeogkkminc,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,17
eelokeecoppafpcegkbimddkbjnhdefa,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
agfjggaihnlnaeijacpmbkpgpanlihcd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
kkcoacdajfklcijeaddhoakobkhcdjdp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
hojpdblfgnenodcldpaacagmmiadfoop,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
deleekdmjooijbmhigihgbkfccepggpg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
fdplkiclfakkcighicgedbafohgljebp,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,6
fbdehjlkdfihmopbhddckmnabmfgkmkg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
gngegobmnddlplokjjhkljlhaaccedeo,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
hehiffacdlongcjbphmihcjlgdgiplbc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
bieffgacahgffgjoehgamaomcpcelmfb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
ghicleinagmlimjanlfhdmgdgpejalpd,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,12
cebjhochebphokcpenikgbljlbmlhefm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
inhfdmojfgcohoanphbepbgjnoaaendg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
hoflghcpbmgflojkghjopgodbhlpaeah,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
glfmmjahmgkgmlolkfemfhinpohdlknk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
ffimbefjhiohmhnhofcplohdlphcnhao,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,6
kegeenojcnijgmfgkcokknkbpmjcabdm,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,16
imegapimboblpaakjhcnegbdonflncdk,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,12
lggkblkmildmnfpgbhlggfalgpkmojpf,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
dmfclndkggpjnjajmlkapblechfnpcho,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
opjjddkgmphhkjlgocopmeolmmibiphb,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
khapobkkeheiefaoefgfkamiddljmcga,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
lfkleefdehkggnpjbhdmhdbaaeplgjfp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
iohpkjkdepjaopdeflceeekehhbofold,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,16
fmlnkfjpadhcjoiphjhpfjbjmoicinnl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
jmjbmlfmmendpkpiggcfpjcpbbpedhha,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
lminlegkokddakonaglakjgailkoaeak,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,5
bdefieggjaidlmdhcaheokahplifomoa,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
ekbnlmpnlflideapgmnlgghkpndpmoap,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
npkncdihipibabapnailakhpajlglbfk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
pgoibjjkjeplbbbpajncbhmkihagpnng,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
amlilajfgbcljjokheaofnhbgmdcmbam,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,13
faacfelnnfhdicdmkdeclkeanllppdbm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
deljhiibgbhiilpbljbchaoclammdjgn,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
domfinmkohodhgghgedfdcmonefafolm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
oaocieklgnankpgmdbbepdkjpfheohgi,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,3
bpjllcbeenkddkiihohmgdkmbdhgmmli,Productivity,0,0,0,1,0,0,0,1,0,1,0,0,14
ehjiibljljecbmgpgdlkejiaadppplkp,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
padcfdpdlnpdojcihidkgjnmleeingep,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
knoccgahmcfhngbjhdbcodajdioedgdo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
medeknkggnkeffoahbphecmjoakbpiab,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,17
afbickakoipagghmdehbllfpopbjledn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
bklgebioaienjikjnenfdamoeiddnpoj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
fmlhpmapmklbhoekajeimbodkpinefmo,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,14
hjbbfikgfdpfaabifikbadhgmofabpam,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
dpiiekoiagfahpcdkallgdfajfccodel,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,4
celgcgglhedillmdmehbkhliohggohha,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
lbhkibbnhbkppaidinikfepgfhegmoak,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
oddgmebjfbcgbpooakegghmjgfmahjgb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
hhklogggdjdonnoldcekmhkdifjapggo,Search Tools,0,0,0,1,0,0,0,1,1,1,0,0,10
njlcnhdghligjkhidmfbdgaekmnknbgk,Search Tools,0,0,0,0,0,0,0,1,0,1,0,0,10
gidekajcgogeobleglkpkmjlbpfcfplg,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,10
edanbafbcnbhkibdhhanmkikamaeigmk,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,14
banepeeclciljgfbpcjgnkfecnafnngg,Search Tools,0,0,0,0,0,0,0,1,1,0,0,0,5
beppfcpnahmjchikpjgdjfckokkojkdf,Search Tools,0,0,0,0,0,0,0,0,0,1,0,0,8
biogckikjlggncmoeeeoadkpfhgllcmj,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,13
jmafnoigfeijfdioeoaaplfojnpklcdm,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,12
adgbiebneebkejegnebimeflfkofcalj,Search Tools,0,0,0,0,0,0,0,0,1,0,0,0,9
bpdmgncnkffeankemamkodegfhijldpn,Search Tools,0,0,0,0,0,0,0,1,0,1,0,0,7
mgnkcoanpkalmeficcbfhkoldonbckmg,Search Tools,0,0,0,0,0,0,0,1,1,0,0,0,8
fehdljjkmgfegcdpganalbcffoffjbfj,Search Tools,0,0,0,0,0,0,0,1,1,0,0,0,6
mepaacibaogonhhhacklhngfkkhlclfj,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,15
ofnbnkmdgbfjhepofckbeopgmckaghpe,Search Tools,0,0,0,0,0,0,0,0,1,1,0,0,2
onkdeianmpjnloefjlmjjofjllkimmdk,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,10
jfflandojmfmpcmnogimnlaebkopahoa,Search Tools,0,0,0,0,0,0,0,1,1,0,0,0,9
aiciobdkgncihgllchmjjafekailaclk,Search Tools,0,0,0,0,0,0,0,1,1,0,0,0,9
lfdnmpogofihlpiagofpmmpbjmdanabp,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,8
ipdjaafajlfiopcppipdinmcjbcpofhd,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,8
ddegbicimeoieleldgejoeoekoeabjpe,Search Tools,0,0,0,0,0,0,0,0,1,1,0,0,6
mcglhmpnpongdigcmccjallgoinlklnj,Search Tools,0,0,0,0,0,0,0,0,1,0,0,0,7
hanknpkmjbfhcalmipokkfplndkohgdm,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,8
efkfljhgefibjmganhjdjdhghjcjheoj,Search Tools,0,0,0,0,0,0,0,1,0,0,0,0,14
mjknllepcfldoadhedlgphglofgmplpp,Search Tools,0,0,0,0,0,0,0,1,1,0,1,0,18
ndhpcnaglmemamekddffdfpdhaibjnnp,Search Tools,0,0,0,0,0,0,0,0,0,1,0,0,7
mcnfahnikdbdbieegecklgabkghlnjpd,Search Tools,0,0,0,0,0,0,0,0,0,0,0,0,14
cnafldpjebmpkibjdogkhifhnljdifae,Search Tools,0,0,0,0,0,0,0,0,0,1,0,0,5
hogoebkpcnajkkjdidfhojkljppfalip,Search Tools,0,0,0,0,0,0,0,1,1,0,0,0,15
gachadokifpapakipcmnodnpibahnehm,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,13
cepnbdbhabaljgecaddglhhcgajphbcf,Search Tools,0,0,0,0,0,0,0,1,1,0,0,0,16
ieefikngalndempadapdojcmjlpocbmn,Search Tools,0,0,0,0,0,0,0,1,1,1,0,0,12
