ext,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
hpbeeihachkpnaeccpdijpdekjinhpib,Fun,0,0,0,0,0,0,0,0,0,1,0,0,6
hfaaklifbgjnnbamonkijkehbmjbmjlo,Fun,0,0,0,0,0,0,0,1,0,1,0,0,13
cppacmdbokpnibcconbcniibodcfgdba,Fun,0,0,0,0,0,0,0,1,1,1,0,0,13
diekjndigniigjbokhfjbocibncchbpi,Fun,0,0,0,0,0,0,0,1,1,0,0,0,8
knklpopblbilnogkigmnehcknipcipjd,Fun,0,0,0,0,0,0,0,1,1,0,0,0,8
dppfkiegdpndagfcmhbpjfcnbodekgoa,Fun,0,0,0,0,0,0,0,0,1,1,0,0,2
khjnemehcblfobbhkhlmjjeionfabgab,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
banggcaohiaanmdkalekjcffjonamlkj,Fun,0,0,0,0,0,0,0,1,1,0,0,0,16
fhmjpoppaplfhgnknpbaaklgdnnimfbn,Fun,0,0,0,0,0,0,0,0,0,0,0,0,8
kknggaienefkejfafpgdnjgokkangnhc,Fun,0,0,0,0,0,0,0,1,0,1,0,0,7
pcmjajnnppnjdbdfhdbfkkdeemkojoea,Fun,0,0,0,0,0,0,0,0,0,0,0,0,8
nbkomboflhdlliegkaiepilnfmophgfg,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
pbobnmpgnbdhhjhmcbniadgkgimaecnj,Fun,0,0,0,0,0,0,1,1,1,1,0,0,6
madmjnldemcppboppckkdlpmipnnlghd,Fun,0,0,0,0,0,0,0,1,1,1,0,0,4
mogcbljgnklmipdphlangejcnlacmidm,Fun,0,0,0,0,0,0,0,1,1,0,0,0,11
jpkndpofkepkbehnlgeldhoomihjigmk,Fun,0,0,0,0,0,0,0,0,0,0,0,0,5
beicockjhpniljmibgmmlhdkjjidccea,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
jhhphifckckenaofjoglamhllhkmoaoo,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
falbpbbdomlkdjlfippfjopgihdekanf,Fun,0,0,0,0,0,0,0,1,1,1,0,0,4
ifhhlbbnclgidbapibofmfoifooibiad,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
ngkhljhlamemcpajjlakpdadamgieknc,Fun,0,0,0,0,0,0,0,0,0,0,0,0,11
mebpnihminilgbbidcmmpmnbifpadlkl,Fun,0,0,0,0,0,0,0,0,0,1,0,0,4
enedgjpcpdndphojklmjbcgcmdngigna,Fun,0,0,0,0,0,0,0,1,1,1,0,0,9
lnimgimgjplokkienglbheknmheakoda,Fun,0,0,0,0,0,0,0,0,0,0,0,0,13
fgeegfpfgemgobpccccnaflpoipcopja,Fun,0,0,0,0,0,0,0,1,1,0,0,0,4
jfmjfjhocmjgmifjmalhgkflpakilbfi,Fun,0,0,0,0,0,0,0,1,1,0,0,0,17
faphkgofbmoafnefgnhpehcnhlpnfoel,Fun,0,0,0,0,0,0,0,0,0,1,0,0,3
edeecknlfnkdccfopkglnngmhcgffbmk,Fun,0,0,0,0,0,0,0,1,1,1,0,0,7
fngegjkbebllomnhnffibdfceadidhpm,Fun,0,0,0,0,0,0,0,0,0,1,0,0,6
idipbnhifibemlbkiljhdnibgodoieli,Fun,0,0,0,0,0,0,0,1,0,0,0,0,10
nocodnmfoajbhmglmpkfipifepbhkihm,Fun,0,0,0,0,0,0,0,1,1,0,0,0,9
gfodggdicbkbopiiamlbmcbgjbenfbdi,Fun,0,0,0,0,0,0,0,0,1,1,0,0,6
hpbfjnhippjockepghakfijgfjildojg,Fun,0,0,0,0,0,0,0,0,0,1,0,0,8
ddmlenakhhdmkkefdemfpakafhmkiidp,Fun,0,0,0,0,0,0,0,0,0,0,0,0,4
clmdgdmhdfkfhgnobclkjggceaklnlno,Fun,0,0,0,0,0,0,0,1,1,1,0,0,13
hikndjfoiceikhmdlcicbajjiggkebcj,Fun,0,0,0,0,0,0,0,0,0,1,0,0,13
fdamnjpgfohhbbghkllobfjemkcmdnlh,Fun,0,0,0,0,0,0,0,1,1,0,0,0,9
fpgnihhnijmigbdhafngbajddefginfg,Fun,1,1,1,1,1,1,1,1,1,1,1,1,0
ookmdfikgaoaipmmcihholaaijmojoaj,Fun,0,0,0,0,0,0,0,0,0,1,0,0,8
dbncgcjogkfjlcggdcdmeamehigmmohj,Fun,0,0,0,0,0,0,0,1,1,1,0,0,7
fpeemclhojbkjkamiinkplghgkhddcgc,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
cblbbefgmfoppgomibiciiakdnaojhgl,Fun,0,0,0,0,0,0,0,1,1,0,0,0,7
lnbaagkfcocdgpgacpfplipnaoaajcjo,Fun,0,0,0,0,0,0,0,0,0,1,0,0,10
fndolnghdocnehakldlpmmgjonibehel,Fun,0,0,0,0,0,0,0,0,0,1,0,0,9
hgjbnkjehciknhdcijedoodomjccngki,Fun,0,0,0,0,0,0,0,0,1,1,0,0,6
oejphidglblhemhpcjpajaedeeldheol,Fun,0,0,0,1,0,0,0,1,1,1,0,0,8
bjckmeoflbhjlmngnknegfldnomecbmk,Fun,0,0,0,0,0,0,0,1,1,0,0,0,13
apmlngnhgbnjpajelfkmabhkfapgnoai,Fun,0,0,0,0,0,0,0,1,0,0,0,0,7
aahkfjicefeopjkokkfncpfflcjkmpbi,Fun,0,0,0,0,0,0,0,0,0,0,0,0,5
jkeiagbmcbholabjkfdhghdocmlpkecb,Fun,0,0,0,0,0,0,0,1,1,1,0,0,14
gbacclkcifpklolkhmokpdohkeablfpd,Fun,0,0,0,0,0,0,0,0,1,0,0,0,8
eieececfeijkcbcncolhbgfhingclmcc,Fun,0,0,0,0,0,0,0,0,1,1,0,0,13
abjcfabbhafbcdfjoecdgepllmpfceif,Fun,0,0,0,0,0,0,0,1,1,0,0,0,16
himdgcgphpbdjgkdeiofihmgneenojlg,Fun,0,0,0,0,0,0,0,0,0,1,0,0,10
ncedkipkfdoelgpcoedbcndpdeebobhn,Fun,0,0,0,0,0,0,0,0,0,1,0,0,8
cffhcidaacfnglcaaegjfbbcccgappfb,Fun,0,0,0,0,0,0,0,1,0,1,0,0,13
oimagifafchhnjnpghacoajmobijhfci,Fun,0,0,0,0,0,0,0,0,0,1,0,0,7
efjilblbfmmbpckpldinnlejapcgjmfm,Fun,1,0,0,1,0,0,0,0,1,1,0,0,2
feiheebgoilmbkaddngcoocjbogfchlb,Fun,0,0,0,0,0,0,0,1,1,0,0,0,13
canbadmphamemnmdfngmcabnjmjgaiki,Fun,0,0,0,0,0,0,0,0,0,0,0,0,9
alchafhgcbiapliekdpkceaehjdgcfgj,Fun,0,0,0,0,0,0,0,1,1,0,0,0,13
fbkdljphhnfffemikhdeigmlpclcnhib,Fun,0,0,0,0,0,0,0,0,0,1,0,0,5
gplnfodpmhlkmhgliekplkifjbmolcni,Fun,0,0,0,0,0,0,0,0,0,0,0,0,1
dkbhfmlonpbdbejdombiphineceidepl,Fun,0,0,0,0,0,0,0,1,1,0,0,0,4
bcdcifcooaoifekadhednfbjhhcbpfpp,Fun,0,0,0,0,0,0,0,0,0,0,0,0,6
bbpeiconeaakdanoebcgohbaomfbljal,Fun,0,0,0,0,0,0,0,0,0,0,0,0,10
imihcgcfconccnapamakpnjaiaflnpcj,Fun,0,0,0,0,0,0,0,0,0,0,0,0,8
fnelabblbjgmjecigidbhjfcblkocame,Fun,0,0,0,0,0,0,0,1,0,1,0,0,7
lnkfahodgopogehaemmnjcneolimcnbn,Fun,0,0,0,0,0,0,0,0,0,0,0,0,10
kadlcimnggimalnjmkhlmmcpnihhhblj,Fun,0,0,0,0,0,0,0,1,1,0,0,0,11
akhgajknpdiooplncfkmohfkojehhahi,Fun,0,0,0,0,0,0,0,0,0,1,0,0,11
mjoiphallfidebcifamffkdhadcklogp,Fun,0,0,0,0,0,0,0,1,1,0,0,0,14
ldphcclejjhedfhkbgnmfboeldhfklhk,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
eblkkignoehnalhlfnibknggppcgoifk,Fun,0,0,0,0,0,0,0,0,0,1,0,0,1
mipbmpabbcogkiipalcpdedhbpmkcagn,Fun,0,0,0,0,0,0,0,0,1,0,0,0,9
jbijaabhicbfjfbcjaioncnhdjclmkko,Fun,0,0,0,0,0,0,0,1,1,0,0,0,12
jonopcgchkfmoimjbajihfkiobolimpm,Fun,0,0,0,0,0,0,0,0,0,1,0,0,5
eejmlgbbepkkknkccmidjbggmdellefa,Fun,0,0,0,0,0,0,0,1,1,0,0,0,12
jhdiboefiphoflmekjffaccgbhachicn,Fun,0,0,0,0,0,0,0,0,0,1,0,0,6
iennlbecflnbclbfianndjejjapanbmo,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
cpeeebodlniggpblhemcikhfeaelhlcj,Fun,0,0,0,0,0,0,0,0,0,0,0,0,3
aenldlbjlpopnimgoniomfdlljphokoo,Fun,0,0,0,0,0,0,0,1,1,1,0,0,6
edmfidonbfjgplaaohgaclnjikjfanej,Fun,0,0,0,0,0,0,0,0,0,1,0,0,4
oheifbmmpmgfmpjogfkbbfilakchffbm,Fun,0,0,0,0,0,0,0,1,1,1,0,0,2
fhlinfpmdlijegjlpgedcmglkakaghnk,Fun,0,0,0,1,0,0,0,1,1,1,0,0,1
jjoajpghilppoeackfnbafblijkhocno,Fun,0,0,0,0,0,0,0,0,0,1,0,0,3
nfhepcgcmgdaennlnipbmccneldpfafm,Fun,0,0,0,0,0,0,0,1,1,1,0,0,8
cphmahgfagbjknpnebjhaepehnplnjei,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
cbghmkdmgiilnkapogdgngokbjmlgndm,Fun,0,0,0,0,0,0,0,0,0,1,0,0,15
oaglhgabcjieipchhchjpgbhfnekmmki,Fun,0,0,0,0,0,0,0,0,0,0,0,0,7
dahndclppldkbankfpofhollfnbgebfa,Fun,0,0,0,0,0,0,0,0,1,1,0,0,7
mokkgmnlppeahlbbfliocnlkegagkeji,Fun,0,0,0,0,0,0,0,1,1,0,0,0,6
onfcfagccpilhldmccmbfgidbcfigbjk,Fun,0,0,0,0,0,0,0,0,0,0,0,0,12
coohbiaiklocjmdinhbopjmoajlmckan,Fun,0,0,0,0,0,0,0,0,0,1,0,0,7
nghiadigonalglomdnbgellmhiecaclh,Fun,0,0,0,0,0,0,0,1,1,1,0,0,6
bikinodglkcmfplepjgbinlkcmmgmifl,Fun,0,0,0,0,0,0,0,1,1,0,0,0,16
jnloekndgehbebkkaehndhihcpoliaal,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
mghbkgkahigekpndhcbljolfipplmlah,Fun,0,0,0,0,0,0,0,0,0,1,0,0,7
daalkhgbfbieaefapmogolgaflalmijb,Fun,0,0,0,0,0,0,0,0,0,0,0,0,12
hlafgmgbkhohkinommaljendhjgelemp,Fun,0,0,0,0,0,0,0,0,0,0,0,0,10
fmbiafgikhbpdjjmheihcffhbpiifdbn,Fun,0,0,0,0,0,0,0,1,1,0,0,0,11
bnkpjmdnjimfchafejmjbpnhjlojlpph,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
cnedkcjfahpfmedpflodpcdbgigoenda,Fun,0,0,0,0,0,0,0,1,0,0,0,0,6
ejdopeebmefeldfgfnopoakgjahlpgki,Fun,0,0,0,0,0,0,0,1,1,0,0,0,11
cafpcmklhhembeddjmgdpjambmjchldm,Fun,0,0,0,0,0,0,0,0,1,1,0,0,1
bikeoipagmbnkipclndbmfkjdcljocej,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
npfkncfachgpmimogndpnmgfipfomjki,Fun,0,0,0,0,0,0,0,0,0,0,0,0,9
fbejkdknoibjclidhlaeejnekhhppgmh,Fun,0,0,0,0,0,0,0,0,1,1,0,0,14
ngecnggngjbaedajbnmbmppmbflgnpmp,Fun,0,0,0,0,0,0,0,0,0,0,0,0,13
fcikkiabdeaddpnnfeodgmmmeencpfom,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
knbbeidbeopmjaafopcidcjlpgmbmajb,Fun,0,0,0,0,0,0,0,0,0,1,0,0,11
himcaoddngpkbacjcagkjiehflkiihoj,Fun,1,1,1,1,1,1,1,1,1,1,1,1,0
ibnlkehajlifaiagoicpaipljemgpabn,Fun,0,0,0,0,0,0,0,1,1,0,0,0,14
bcajbhlpdefjgfccmihllkggkmjkfpdk,Fun,0,0,0,0,0,0,0,1,1,0,0,0,9
ipnpeblfklicjobnijdmkdfinhjeonld,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
bjfimcbikkcobjgbjmmeiabppeadmbok,Fun,0,0,0,0,0,0,1,1,1,1,0,0,10
nkjbdebcjapomgjbegialdfhkamedpkc,Fun,0,0,0,0,0,0,0,0,0,0,0,0,8
mkmpnnoobkhmdmobmonildanomnbahca,Fun,0,0,0,0,0,0,0,1,1,0,0,0,7
bmoebommkkpjpjeolnmbhhjoncpoeilo,Fun,1,0,0,1,0,0,0,1,1,1,0,0,6
gibkoahgjfhphbmeiphbcnhehbfdlcgo,Fun,0,0,0,0,0,0,0,1,0,0,0,0,10
cpkibjiankenmaodeaccdcfcebohodad,Fun,0,0,0,0,0,0,0,1,1,1,0,0,1
jendpielmejekmmcccnnkgckhmjfpgep,Fun,0,0,0,0,0,0,0,0,0,1,0,0,3
doejbfelimoioogdhmkbembmbjcciepk,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
ljhbihnmlagpkkenjimeipkjgcdlceob,Fun,1,0,0,1,0,0,0,0,0,1,0,0,9
ldmhhkobonimkpkfoabdmmngbbjcgilo,Fun,0,0,0,0,0,0,0,0,1,0,0,0,7
ioflinbcpccmcnbdecnlopkimohjmgii,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
dphmmehlopimmcipaikkighjcaknaecp,Fun,0,0,0,0,0,0,0,1,1,1,0,0,8
cadmmgnpgphgndeeoldoohkcbjkohigg,Fun,0,0,0,0,0,0,0,1,0,1,0,0,12
edeocnllmaooibmigmielinnjiihifkn,Fun,0,0,0,0,0,0,0,0,0,0,0,0,8
mcnbmobibijnideljjljfdgmogoflnlg,Fun,0,0,0,0,0,0,0,1,1,0,0,0,15
ncejlmlagglodbdmkfmgnadfnbhnjcpg,Fun,0,0,0,0,0,0,0,1,1,0,0,0,6
cjhogjfcnanekjoeniecppdeaicmdgee,Fun,0,0,0,0,0,0,0,0,1,1,0,0,5
bepmoggfmboifmfmcnlommkhofememng,Fun,0,0,0,0,0,0,0,0,0,0,0,0,5
khlbmnneeaecmpeicbaodeaeicljnddj,Fun,0,0,0,0,0,0,0,1,1,1,0,0,6
gbpjlnljknajfeloegmineklgmlnoipf,Fun,0,0,0,0,0,0,0,1,1,1,0,0,9
foinnhdebpllnjmmgkdfnkkejmejhkbc,Fun,0,0,0,0,0,0,0,0,1,1,0,0,6
lnndfmobdoobjfcalkmfojmanbeoegab,Fun,0,0,0,0,0,0,0,0,0,1,0,0,11
nnkojnpnebickigbfcdcmmpnmefabnin,Fun,0,0,0,0,0,0,0,0,0,0,0,0,3
acbihdagaiiboccgomfjjdmohhghfcan,Fun,1,0,0,1,0,0,0,0,0,1,0,0,3
ildpglljepjdljgojhcaopogoaacaail,Fun,0,0,0,0,0,0,0,0,0,1,0,0,5
hgickafobcmcfffbjiamhhejkockfccm,Fun,0,0,0,0,0,0,0,1,1,1,0,0,7
gaidbgbnjmimmfihnginboemopagpbhl,Fun,1,0,0,0,0,0,0,1,0,1,0,0,3
fkbgadeellhkdjdndolibckdkiekcdjp,Fun,0,0,0,0,0,0,0,0,0,0,0,0,7
gdgfplcaolbjcgcbibclmbiedcgignae,Fun,0,0,0,0,0,0,0,0,1,1,0,0,11
omigokpnmglhaplhdemeiaigmojaalba,Fun,0,0,0,0,0,0,0,1,1,1,0,0,4
gpngjkjfagjeggokijffgijafojmnijn,Fun,0,0,0,0,0,0,0,0,0,0,0,0,9
kjbdhnhgnengnjnkdgncchklnhloebno,Fun,0,0,0,0,0,0,0,0,1,1,0,0,1
bbckooihmmljgkaledhaijindkipmkhn,Fun,0,0,0,0,0,0,0,1,1,1,0,0,7
oeafojipolmbmdfjdhnjfieeigokiena,Fun,0,0,0,0,0,0,0,1,1,0,0,0,11
mljepckcnbghmcdmaebjhejiplcngbkm,Fun,0,0,0,0,0,0,0,0,1,0,0,0,7
pnapfnfcbmjghcdklebipebankjhmdcc,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
goaolpcdfohhnkbokcjbjckpmikfhnon,Fun,0,0,0,0,0,0,0,0,0,0,0,0,12
fmjddfhlafcbbfiomdkooecjjmfjcoli,Fun,0,0,0,0,0,0,0,1,1,0,0,0,14
mmonlgelnbimdjhpgeenfonablidhjmj,Fun,0,0,0,0,0,0,0,0,1,0,0,0,15
pbkpkbgmkhhhlbagaagaiccneaemdjoo,Fun,0,0,0,0,0,0,0,0,0,1,0,0,11
oiaflgidamnacconnnjgdljpdmdfilli,Fun,0,0,0,0,0,0,0,1,1,1,0,0,13
pnhnjeflkjmmpdokhpdodkcgihaammjo,Fun,0,0,0,0,0,0,0,1,1,0,0,0,17
gplceojdnnhlepjjfmhnianfdcmoelkh,Fun,0,0,0,0,0,0,0,0,0,0,0,0,3
ippaapoiolpdkljaeicdcjilfdimgklb,Fun,0,0,0,0,0,0,0,0,0,0,0,0,9
ifmcnmgiapoabmofmiejlmnjcolmjlmd,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
egiicppehhbanggolbfdogcekjaokmee,Fun,0,0,0,0,0,0,0,1,1,0,0,0,14
chknplignmamiakhjhgobdkadofhdpec,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
fdkhkdkhmcfndjlldfheelapplkfkjaa,Fun,0,0,0,0,0,0,0,0,0,1,0,0,1
fahhhocdngpbgbponkhnkbbnfnemblcp,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
ceakejjcdgbcocopkdkhiakkohpahien,Fun,0,0,0,0,0,0,0,1,1,1,0,0,4
dgnfmdjpkaedgheblkmdkmhofgbmjpip,Fun,0,0,0,0,0,0,0,1,1,0,0,0,4
fdehphjgknbbfmaopdnhciplgjfifjkc,Fun,0,0,0,0,0,0,0,0,0,0,0,0,10
gnjbepjnalijckocjigofigihefhmndd,Fun,0,0,0,0,0,0,0,0,0,1,0,0,5
behikbcconkflececggccneogcofkcab,Fun,0,0,0,0,0,0,0,1,1,1,0,0,9
akeglhepbonjicpgbjialkmnpdnpbeid,Fun,0,0,0,0,0,0,0,1,0,1,0,0,15
kehmgfedjalbibdkpjjebpeknhnpemoe,Fun,0,0,0,0,0,0,0,0,0,1,0,0,14
nidkgaaedkeepdalkdcmhhnpfgekjbpm,Fun,0,0,0,0,0,0,0,0,0,1,0,0,3
ocjflmgpkcpnfidbfngkjnoccchfafbo,Fun,0,0,0,0,0,0,0,0,0,1,0,0,14
dmnpbfajdeblnfifkpkmhignhpnjking,Fun,0,0,0,0,0,0,0,1,0,1,0,0,12
olgihcknlpdaiabajdhbmcmdmfhondae,Fun,0,0,0,0,0,0,0,0,0,0,0,0,13
omgdaghigfamlpkjiclponkicipeeobo,Fun,0,0,0,0,0,0,0,0,0,1,0,0,15
jldleidgmmamkcpmonccnmmlgeliblfh,Fun,0,0,0,0,0,0,0,1,1,0,0,0,6
oaghcccadjkfoojmhdhhihahilcngmji,Fun,0,0,0,0,0,0,0,1,1,0,0,0,10
codnemgfecjejpapoegjkpdjdgbognaa,Fun,0,0,0,0,0,0,0,0,0,0,0,0,11
kfieapkahkkhclonobinbonddbfkpbck,Fun,0,0,0,0,0,0,0,1,0,0,0,0,10
afnpaldkfdjklpjphnpaokdafmgpidhn,Fun,0,0,0,0,0,0,0,1,0,0,0,0,12
manffffdpchmolkngemjnjffbmefkmnc,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
pkbafmmljafiakicginonlmhmobfeeeh,Fun,0,0,0,0,0,0,0,0,0,0,0,0,9
mnnjdpeifhophmpnfhfnimhdegicgcab,Fun,0,0,0,0,0,0,0,0,1,1,0,0,11
jgdnapeeepjcnahhngdiamecnilmhojg,Fun,0,0,0,0,0,0,0,1,1,1,0,0,1
abfiodaikgfdjhhbdfbbjkaibeibkekp,Fun,0,0,0,0,0,0,0,0,1,1,0,0,5
lnglmgapaibelifdaagdmfpoejkcohhl,Fun,0,0,0,0,0,0,0,0,0,0,0,0,7
deiojgcgdkhbfkmnbkbbdmeehnoeooge,Fun,0,0,0,0,0,0,0,1,0,1,0,0,13
maligkcbnkfbgaecijkohmgaddljfgbp,Fun,0,0,0,0,0,0,0,1,0,0,0,0,12
dlopaejbdhfeiimiofngglhbjlhobnec,Fun,0,0,0,0,0,0,0,1,1,1,0,0,18
bilgcgegbohnlclekoihocahlhmalfen,Fun,0,0,0,0,0,0,0,0,1,0,0,0,14
looanhjiaoodmkmgbbkiopppinlidlnp,Fun,0,0,0,0,0,0,0,0,1,1,0,0,13
pehmgdedmhpfophbaljpcloeaihhnkhk,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
fnjlfdbkccdjdimfeodmflindgceoadi,Fun,0,0,0,0,0,0,0,0,1,1,0,0,2
ecbkebdekkkdhaooikfdneijhflicnik,Fun,0,0,0,0,0,0,0,1,0,1,0,0,12
kmjockgnaaolnepjkbclpmfgojmhhnem,Fun,0,0,0,0,0,0,0,0,1,1,0,0,16
boijcmmgpmnlabibhcapmenbcldgande,Fun,0,0,0,0,0,0,0,1,1,1,0,0,9
ighdimaffbhlikdnbknegobblbanofff,Fun,0,0,0,0,0,0,0,0,0,0,0,0,1
kdhjlcieaapdoincdafoepbgaidnpcmk,Fun,0,0,0,0,0,0,0,0,1,0,0,0,8
icfgegegnffllbfofpkflfalbimedned,Fun,0,0,0,0,0,0,0,1,1,1,0,0,13
nemjojjdlnmcfinajcpmeakdjbflgfnh,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
epkjeopfpjcelobljfmjhhlhjnodmdmd,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
bndkbbjdobgblibddjkdmecohdbbkbig,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
cbplebabjdepjgpkfnpilncdjmbofmgf,Fun,0,0,0,0,0,0,0,0,1,1,0,0,7
njhbekkojjdphjmcnhiheelbncdelboc,Fun,0,0,0,0,0,0,0,0,0,0,0,0,9
kpmphbohdgphhkkalnibkicpdfincbed,Fun,0,0,0,0,0,0,0,0,0,0,0,0,11
pfbnncfehamjnjcaomaakfpjbheakkig,Fun,1,0,0,1,0,0,0,1,1,1,0,0,13
eogijhlgecmaiggclkhhoffcechggfml,Fun,0,0,0,0,0,0,0,0,0,0,0,0,7
cdlcldfkcgmpndknbabgmhfkeeampkcn,Fun,0,0,0,0,0,0,0,1,1,0,0,0,12
khboncebhfppkpoecfmbmncihinjiffn,Fun,0,0,0,0,0,0,0,1,1,1,0,0,4
nmnhcjlfcobgfbcfkbleeoofoljdoeim,Fun,0,0,0,0,0,0,0,0,1,0,0,0,5
hgefhhfhgiilnmnlnpfciajgnkplhhop,Fun,0,0,0,0,0,0,0,0,1,1,0,0,8
lbjgfodghkchhcpaeiiabadcllbommcl,Fun,0,0,0,0,0,0,0,1,1,1,0,0,14
mjcbdimkpidbhoaahdcoffmajoofgbma,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
pogbmfblanhbfkhcoiohcgajooojfndh,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
fmdfloeaielhheocjapbdnliahodfaof,Fun,0,0,0,0,0,0,0,1,1,0,0,0,5
ckminalflifjdcjnlmmlmnemlfliimom,Fun,0,0,0,0,0,0,0,1,1,1,0,0,7
jbpjollkphneaoibgefchmmgkmonkjcn,Fun,0,0,0,0,0,0,0,0,0,0,0,0,9
ancpkmhofkbnnokhminpbegbhdafdjbg,Fun,0,0,0,0,0,0,0,1,0,0,0,0,8
djjohnahgfjpccljklcmlalioehdcodd,Fun,0,0,0,0,0,0,0,0,0,1,0,0,12
jbnenbedbbphfgmbiohmgcamnolmacfl,Fun,0,0,0,0,0,0,0,1,1,1,0,0,12
jfoaihjnjdehjnnckepfijdmoapaibbe,Fun,0,0,0,0,0,0,0,0,0,1,0,0,10
aidhcjkelojkdjmfgldhdnhfpacfmggo,Fun,0,0,0,0,0,0,0,0,1,1,0,0,9
phcfegbcdbhkdhcpjoafmdagbolebdei,Fun,0,0,0,0,0,0,0,0,1,1,0,0,15
ifaicffibnedodkbekogndkdfeojcofb,Fun,0,0,0,0,0,0,0,0,0,1,0,0,8
oipidkbdpmignogieealmfdfmcinppfl,Fun,0,0,0,0,0,0,0,0,0,1,0,0,5
labknmdjjghgdocaefmigiddgihledfi,Fun,0,0,0,0,0,0,0,1,1,0,0,0,17
mlmdmhbnfmhkpkkheagddlgpbncbinap,Fun,0,0,0,0,0,0,0,1,1,1,0,0,14
pidbbppmebbhdiichhfggkbklgmghnba,Fun,0,0,0,0,0,0,0,0,0,0,0,0,10
mholkddcbiocgoeinhhgkpaoneijhdgn,Fun,0,0,0,0,0,0,0,1,0,0,0,0,9
nbiicnepglijpadhlapgpcaknkemjbai,Fun,0,0,0,0,0,0,0,1,1,0,0,0,5
oakacfkpceoekcconacpdnpjjaminkhl,Fun,0,0,0,0,0,0,0,1,0,0,0,0,14
ikcbcgpninjffnlejjeaddojebbmmdag,Fun,0,0,0,0,0,0,0,0,0,0,0,0,8
cpbeefjaoaieknmeddhemlnfojfddeep,Fun,0,0,0,0,0,0,0,0,0,1,0,0,8
llimpemmokcejgneanlecmalphggbggn,Fun,0,0,0,0,0,0,0,0,0,1,0,0,6
pfjbakaelkkenbenekldmehijlbpjjea,Fun,0,0,0,0,0,0,0,1,0,1,0,0,3
ikmpcihcohdjammgkopfgohojdelmfoi,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
hfkheekboooabofpgmomjebejfmlkdal,Fun,0,0,0,0,0,0,0,0,0,0,0,0,8
honopjhbilnaafihhlbhflgecnmegeae,Fun,0,0,0,0,0,0,0,1,1,1,0,0,10
biicmioiimgjpaecfbljeamadoiafbbj,Fun,0,0,0,0,0,0,0,1,1,0,0,0,6
fccbogenpihneakddikijbpjdcmlkfpd,Fun,0,0,0,0,0,0,0,1,0,1,0,0,2
nedimkoolcnedillajmobdhlmeibokgp,Fun,0,0,0,0,0,0,0,0,0,1,0,0,10
bmmmgppoenmpmodaacdolmcjfniikple,Fun,0,0,0,0,0,0,0,1,1,1,0,0,14
hhdgeepenncmfmdoidnjpnhmpmgndank,Fun,0,0,0,0,0,0,0,0,0,1,0,0,13
edadgbfdoimjdnkgijfokcihfdaadhej,Fun,0,0,0,0,0,0,0,0,0,1,0,0,7
ocdnmamjljiejihhjifmdfdhfdmidpig,Fun,0,0,0,0,0,0,0,0,0,1,0,0,2
bkmfkloombaehafggijkiflchnglgmmh,Fun,1,1,1,1,1,1,1,1,1,1,1,1,0
dmjfmlflhgdjjnlbindgcgaiielgjnee,Fun,0,0,0,0,0,0,0,0,0,1,0,0,9
fhbjpcafionkbkolpefefonfifimnjgb,Fun,0,0,0,0,0,0,0,1,1,1,0,0,8
agggpadckoofeocifmfbijklmhdkmdfm,Fun,0,0,0,0,0,0,0,1,1,1,0,0,6
imokkdimdkhccfjajkfilmagommgoldb,Fun,0,0,0,0,0,0,0,1,1,1,0,0,18
healjfheeppifafibichjdgiiaacgjid,Fun,0,0,0,0,0,0,0,1,1,1,0,0,1
jakmpdckpgdgjojkajjingmbijpoigag,Fun,0,0,0,0,0,0,0,1,1,1,0,0,5
fhlfnfchgcjajlfcpomdlhafompckfan,Fun,0,0,0,0,0,0,0,1,1,0,0,0,10
nnhlpinbmbjmoofeifjibiipnbopahmg,Fun,0,0,0,0,0,0,0,1,1,1,0,0,11
