id,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
ogffaloegjglncjfehdfplabnoondfjo,Accessibility,2,0,0,2,0,0,0,8,7,10,0,0,13
fidcileobejjkcaoalcnedmgmnegmoic,Accessibility,2,0,0,2,1,0,4,8,5,5,0,0,10
laepcndcehndnjndpfjdcdgbneoimdgg,Accessibility,4,0,0,3,0,0,0,4,4,4,0,0,5
ggkabodimkagkkhplmpefalopkeapcof,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,1
indjnghmmaigggffjgmnfofblboedeaa,Accessibility,0,0,0,0,0,0,0,4,4,6,0,0,8
knlbmbpafkikdgolegpkaipbdglpjopd,Accessibility,3,0,0,3,2,0,0,9,3,5,2,0,13
ndckgndgnnpeaodgopgajneefndknhdi,Accessibility,2,0,0,4,0,0,0,8,9,10,1,0,11
hledmlpbeiablkglomlminfemnepgjlp,Accessibility,1,0,0,1,0,0,0,2,1,1,0,0,4
klnfdakbkicandmnjmefellfimikceal,Accessibility,1,0,0,1,0,0,0,6,5,5,0,0,12
lbmdlngkfaknmfgkpkndloapdhgkmdjo,Accessibility,0,0,0,0,0,0,0,4,6,5,0,0,9
pacnollcefnfheghikkhbhodhnplhbdm,Accessibility,1,0,0,1,0,0,0,5,5,5,0,0,7
gkmagiadkkhdilnaicdnngcjhmhaeaoh,Accessibility,0,0,0,0,0,0,0,7,6,6,1,0,12
blmpjmeacjnbcbepgdinbjdgklokpecf,Accessibility,0,0,0,0,0,0,0,5,4,7,0,0,11
hjaklplhgamnaeednaecldcggmelldcd,Accessibility,3,0,0,3,0,0,0,5,7,9,1,0,10
gkfadfcgdlbpkepcjdcicjjmphgehehk,Accessibility,1,0,0,2,0,0,0,4,4,5,0,0,9
namcbnkeoapdnoajhlbdpnmmbkodoakh,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,3
khkgejmkbkekehfpgmgjkekblkeaekol,Accessibility,1,0,0,1,0,0,0,4,5,5,1,0,11
kjgfkjidgcfgbabbhjephchohcghcdkf,Accessibility,0,0,0,0,0,0,0,2,4,4,0,0,7
chibfimjlfjjldhkplaoagkbnigleddl,Accessibility,0,0,0,0,0,0,0,4,9,3,0,0,12
npgcapmdmghagoiccaojjmpgbccicikj,Accessibility,1,0,0,1,0,0,0,3,4,5,0,0,7
obbeehkplijogilkjkpkicnanojdckoi,Accessibility,2,0,0,3,1,0,0,5,7,6,1,0,8
kddoggmoopncifmpgnkpchlokmhpeodg,Accessibility,0,0,0,0,0,0,0,4,2,2,0,0,4
dlndlacknelkkhombcehoccclpfkpefl,Accessibility,1,0,0,1,1,0,0,6,4,3,0,0,7
mhaoldifgpemfhkfalodeglgfbdibppn,Accessibility,3,0,0,3,0,0,0,8,7,10,0,0,10
ngnfljljdnbdhidobodchmblefcjjnhm,Accessibility,0,0,0,0,0,0,0,3,4,4,0,0,8
goageegpmdbgenkgkhfhnnjmgmgboegi,Accessibility,0,0,0,0,0,0,1,4,4,5,0,0,9
lmmpgfjnchldhcieiiegcpdmaidkaanb,Accessibility,4,0,1,5,0,0,1,6,5,6,3,0,8
kaolnppbknjoipdbneeopagbajdkceno,Accessibility,0,0,0,1,0,0,0,7,4,7,0,0,11
lagjbickhifecpemcgllmlgjdlhpgoko,Accessibility,4,0,0,5,0,0,0,9,8,7,0,0,10
gkhocllodhopahjjdhlldldjapcjifah,Accessibility,1,0,0,1,0,0,0,9,6,2,0,0,11
cennnloioiolcaooaomfkplgilogjhdm,Accessibility,0,0,0,0,0,0,0,3,2,2,0,0,5
fedgjpgcjenhkgjjjeiapinlopmdpekm,Accessibility,2,0,1,2,0,0,2,4,3,7,0,0,9
jdolgjncmhmboklhmacpknglmiibbldg,Accessibility,1,0,0,2,1,0,0,7,7,10,1,1,13
alnknpnpinldhpkjkgobkalmoaeolhnf,Accessibility,1,0,0,2,1,0,0,3,3,6,0,0,8
ikihjogigckicmhkhkhidkgpdhkglban,Accessibility,0,0,0,0,0,0,0,2,3,1,0,0,5
genfpdnjjiipamobbdidnilpfgejfpeo,Accessibility,0,0,0,0,0,0,0,6,5,3,0,0,9
hbnomfjbgbbncpnmbgiaijehkpneinoh,Accessibility,2,0,0,3,0,0,0,6,7,6,0,0,10
kahkchahcmjonofkjdgjjhmimlafihec,Accessibility,2,0,1,2,1,0,0,4,3,6,0,0,6
pedikhgldlhhinfcajmpnicfpkbneeeh,Accessibility,1,1,0,2,1,1,0,3,2,4,1,0,4
bgmpjmdignpongmfjpgaikghaajeidid,Accessibility,1,0,0,2,0,0,0,9,9,6,2,0,10
bacmnpkchcoogefhmlaplhjibdncdncj,Accessibility,1,0,0,2,0,0,0,8,9,6,3,0,10
fjbngeppiginhckphonoffahjcoagofd,Accessibility,1,0,0,1,0,0,0,5,4,4,0,0,9
mkecpampjhgoeijppnpdlfofhgdflbpi,Accessibility,0,0,0,1,0,0,0,3,2,2,0,0,6
bgdcnhpilfaooloolmedfjbndcmobged,Accessibility,0,0,0,0,0,0,1,5,3,7,1,0,10
fgepkmmkpkdoppdjenceolgjbdcfiekb,Accessibility,3,1,0,4,0,0,0,10,10,9,1,0,12
injefpjaceggoibnjhpipcpjjmijpcnh,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,2
mfeadbaphkdboefjimcgimepehhfhoco,Accessibility,0,0,0,2,0,0,0,3,3,1,0,0,4
fjjmlofpfnccdaiplopjkgeifgbhiccl,Accessibility,1,0,0,1,0,0,0,1,2,3,0,0,6
ihojaakemmfkdpkkenpkhamelcefkfih,Accessibility,0,0,0,1,0,0,0,2,4,4,0,0,8
fgbbojdpcbknbpljoehajmcnaagfglmd,Accessibility,0,0,0,0,0,0,0,6,4,5,0,0,12
jmbophfanmlfkloliildahlpnlbojhfi,Accessibility,1,0,0,1,0,0,0,8,9,8,1,0,14
olemhlpdoebkeehhjgifmemjdafeikld,Accessibility,1,0,0,1,0,0,0,3,5,2,0,0,7
mmodaifhembdmcmgcmmjlfceflekmkoc,Accessibility,2,0,0,2,1,0,0,10,4,10,0,0,13
mdcpdmcogdgkpbekadapocipbilcimdb,Accessibility,3,0,0,3,0,0,0,8,7,6,0,0,10
fncgbdbkhdhdcfiohjnbdfebholmhnkh,Accessibility,0,0,0,1,0,0,1,3,5,3,0,0,6
aknndimfdgnfhekgjpjdncaihdnhkilj,Accessibility,0,0,0,0,0,0,0,2,2,0,0,0,2
bpeegjbmnbadpdbbeindaekddkbjpffk,Accessibility,5,0,0,4,3,0,1,6,4,4,1,0,7
dpmmngoajnhfhalbmdkglnekmkkijjap,Accessibility,2,0,0,2,0,0,0,8,6,4,0,0,10
edinlacgnojogkkkcadcdkiploblligg,Accessibility,0,0,0,0,0,0,1,3,3,1,0,0,6
hfahlbiobmiijnjmllfibkafgplnekig,Accessibility,3,2,0,3,3,2,0,5,7,4,2,0,7
gmhphigdmhigbmhmmmgdmdhngnifkgki,Accessibility,0,0,0,0,0,0,0,2,4,5,0,0,7
bcmemanddhpemopigkingmnkfnkhhook,Accessibility,1,0,0,1,0,0,0,7,7,5,0,0,8
kfmblckgbaegljagmhkfbehjaegcdfap,Accessibility,1,0,0,2,0,0,0,6,5,6,1,0,9
mbigoenlkbemdkkjhdpmcbkejihhjbnh,Accessibility,1,0,0,1,0,0,0,4,5,4,0,0,7
fhdfgbdjoaleapcmhfophaeigglilbec,Accessibility,0,0,0,0,0,0,0,6,7,2,0,0,9
abnhonfioiokelhdappjknfaannlncac,Accessibility,1,0,0,1,0,0,1,5,6,2,2,0,9
dpgfbfopkfdfmlfdpmoanamopdnibhkl,Accessibility,1,0,0,1,0,0,0,6,6,4,1,0,9
habkpacalccbcaihhpooplpaipkadgnn,Accessibility,1,0,0,2,0,0,0,9,8,8,1,0,11
dejmonfcadndjgfgkemabednodepjgni,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,3
kkkbiiikppgjdiebcabomlbidfodipjg,Accessibility,2,0,0,2,0,0,0,6,6,10,0,0,13
fpgkpobeljioggngpkfcgpbkpkgnnkob,Accessibility,1,0,0,1,0,0,0,7,3,5,0,0,9
caalciblpffjnnakoiijjlikabfjgojp,Accessibility,0,0,0,0,0,0,0,4,5,6,0,0,10
ecbpiolkcooebjckakahgmncediogdac,Accessibility,3,0,0,3,1,0,0,9,12,8,1,0,14
fndaeaoojfibdcpdkbgdjbmnfmnkkfpb,Accessibility,2,0,0,2,0,0,1,3,3,5,1,0,7
jofenlpgnljeofanmmkjgbhifjbkldpo,Accessibility,1,0,0,1,0,0,0,6,5,5,0,0,9
pmmdccliaefoekdaijlgnelnngmmemka,Accessibility,1,0,0,1,1,0,0,6,4,3,1,0,7
fpjodakfmgcnnepkogoobonfdihmhimc,Accessibility,0,0,0,0,0,0,0,6,3,3,0,0,11
japehhmklojagkpdpdnbhemkmmlgpkjn,Accessibility,2,0,0,2,1,0,4,8,8,7,0,0,12
gfflmokgjinhlhnehfjfghdjfmlgjdmg,Accessibility,1,0,0,1,1,0,0,3,5,6,0,0,10
ekjnicgdfilmmfobbidlniaeplheohep,Accessibility,1,0,0,1,1,0,0,1,7,4,0,0,8
hnnjogdpjaiihnmldlnhjcdjmnfdimab,Accessibility,1,0,0,1,0,0,1,6,5,5,1,0,9
nkolbcgdalnpibknoekkfcallfkcjgng,Accessibility,4,0,0,4,0,0,0,4,2,6,0,0,7
omeglkgaklnjheplmjmmcgodhcnjckdf,Accessibility,1,0,0,1,0,0,0,6,7,2,0,0,7
cknndfihoehidelhfijjflfkjlhghgih,Accessibility,0,0,0,0,0,0,1,5,5,2,0,0,8
cghmigojnbaajmeigfphpaiepjjhcbpe,Accessibility,0,0,0,0,0,0,0,3,4,3,0,0,5
jlkpafdhmdhiahnmcmjejmlidghcobeb,Accessibility,0,0,0,0,0,0,0,4,6,4,0,0,7
jhnipmlpomflpekhnamaklehjakhjgnk,Accessibility,2,0,0,4,0,0,0,5,5,5,1,0,8
hiembaoomcehoiehhdldabfgnmphappc,Accessibility,0,0,0,0,0,0,0,7,9,5,1,0,10
aiekcaiobdodkbngemfejhngfecohoad,Accessibility,2,0,0,2,0,0,0,2,1,2,0,0,4
jfalmbalobbiinpgngbokplleoigpilj,Accessibility,2,0,0,4,1,0,1,5,5,5,2,0,7
ppoliijncpdcgddmfibmgnjhegceaadj,Accessibility,2,0,0,3,0,0,0,9,9,10,1,0,14
jpainnbkagpaaeepjmibeaoakehpnhgo,Accessibility,1,0,0,0,0,1,0,0,1,2,0,0,6
pnkdegpeeajabllbdgnkidfcibiccpmf,Accessibility,2,0,0,2,0,0,0,2,1,4,0,0,8
imbllmhaembenfnclmpkclabdalghong,Accessibility,3,1,0,3,1,0,0,3,2,5,1,0,8
mpeoelpkgbnhobojpafdpopjkmeodpaj,Accessibility,0,0,0,0,0,0,0,5,6,3,1,0,6
epechikapdipcpfihonkhmnknbjmnlmi,Accessibility,4,1,0,3,1,0,0,6,5,6,0,0,8
enfbeenkpdphfmgngblcghfndcnpopmf,Accessibility,0,0,0,0,0,0,0,5,1,4,0,0,8
lhbmajchkkmakajkjenkchhnhbadmhmk,Accessibility,1,0,0,1,0,0,0,2,2,3,0,0,4
denkjiefdjoneofcnkebcjcobpedbncj,Accessibility,0,0,0,0,0,0,0,4,5,1,0,0,7
iimmeciildnckfmnpbhglofiahllkhop,Accessibility,2,0,0,3,0,0,0,7,6,4,1,0,12
celmkpbnnpomiaidojlhopcmhoajhlkl,Accessibility,0,0,0,0,0,0,0,3,4,4,0,0,9
gcpgbjkkabhfmadmilbkgnelgpfkaonp,Accessibility,0,0,0,0,0,0,0,4,4,5,0,0,9
ikcpihpfchdalcdeilpcfecpllmjiffk,Accessibility,0,0,0,0,0,0,0,5,5,5,0,0,6
kgjhhplpbpppgeiafkjodnphbflnanpb,Accessibility,0,0,0,0,0,0,2,6,6,7,2,0,8
eckpafiagkoboonpihbabhdfbpggnbgm,Accessibility,1,0,0,1,0,0,0,5,4,7,0,0,10
nakfjhhmjnfknnbcagfahcmipggbjcpb,Accessibility,2,0,0,2,0,0,0,2,1,3,0,0,7
coebpmggeghkaieffhmlfcnoiifhapof,Accessibility,2,0,0,2,0,0,0,9,9,7,0,0,14
ddfgbmphgdlpbedlhaedihohmhejonbj,Accessibility,1,0,0,1,0,0,0,9,11,6,0,0,12
pplbkfmlmhipnhgjbdmlpkicnbkalhdp,Accessibility,1,0,0,0,0,0,0,4,4,6,0,0,9
ljeofdpgngelfehhpcdgdabkipnjmnpb,Accessibility,2,0,0,2,0,0,0,5,6,6,1,0,10
mfpoaidofndjnakimakdncifilpekbfl,Accessibility,1,0,0,1,0,0,0,7,6,3,0,0,11
cjedgkiefphilnnkgmpakjdjehjjgaef,Accessibility,5,0,0,6,0,0,0,11,11,10,1,0,11
ifajfiofeifbbhbionejdliodenmecna,Accessibility,2,0,0,3,0,0,0,12,9,7,0,0,13
chekehkknaccdmijecgocbijbbmnibgp,Accessibility,0,0,0,0,0,0,2,3,7,5,2,0,8
eigfbedabacomcacemdnkelnlhgbiacn,Accessibility,2,0,0,2,0,0,0,6,7,7,1,0,12
jmmclllpojjnenbdhgdplnbkepacgjfj,Accessibility,0,0,0,0,0,0,0,1,1,3,0,0,6
mijaldpbphfmdpmnacffbdncgdbhpdkh,Accessibility,2,0,0,3,0,0,0,8,5,7,0,0,9
gmdhkalbljdblbogfladannflinppnji,Accessibility,0,0,0,0,0,0,0,9,9,2,1,0,11
bjdhcabjnhhifipbnopnfpfidkafanjf,Accessibility,0,0,0,1,0,0,0,2,2,1,0,0,5
oeicjfkbfahmdklgoollemcahaljgklo,Accessibility,0,0,0,0,0,0,0,1,2,4,0,0,4
djeeealmnenojbdmkocimooihdfjblli,Accessibility,0,0,0,0,0,0,0,2,3,4,0,0,7
jebmdjgdkkijogdnalmimaofgpdmhigh,Accessibility,1,0,0,2,1,0,0,5,5,4,0,0,7
jbojgpjknplnkigdldbaianipkegamfb,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,2
cmfeooimdhjkcoiohoodihbccehncajo,Accessibility,0,0,0,1,0,0,0,1,1,0,0,0,3
dmngnclhpbcedbbiplfcdijnimijakdd,Accessibility,1,0,0,1,1,0,0,5,5,5,0,0,6
kdebngmlbblmdebjbgaboobgpeieophl,Accessibility,2,0,0,1,0,0,1,0,3,4,0,0,5
ljophmlbljnjodcbogmdogcpclifenpk,Accessibility,0,0,0,2,0,0,0,5,1,2,1,0,5
kbaiclajonnmjjgccfpoeflfjbcmkikl,Accessibility,0,0,0,0,0,0,0,1,0,2,0,0,2
nhnigpicgneefgfkfpbnmninmomcfkie,Accessibility,0,0,0,0,0,0,0,2,2,1,0,0,3
ckfdpdledngoanpiabfilighpglgjdom,Accessibility,1,0,0,2,1,0,1,7,10,7,1,0,14
oabcncpmomlmkkeagpphpfncjdmmnipk,Accessibility,2,0,0,1,1,0,0,4,3,3,2,0,10
kfmndfnbobcfhakpacjolccbcbhfppej,Accessibility,1,0,0,1,0,0,0,8,6,5,2,0,9
ejkplhjdabmobcokfddpgkdlncdgcdgd,Accessibility,0,0,0,1,0,0,0,9,8,7,2,0,10
pcjhcccldgpkaaojjhcpfjpknbcnaoeb,Accessibility,0,0,0,0,0,0,0,1,0,2,0,0,2
pcajccpobjkcepfdbnhailoopaiiagli,Accessibility,3,0,0,3,2,0,1,5,3,3,1,0,5
mohlfklopifpekpjlobadiakmabhklek,Accessibility,2,0,0,2,0,0,0,3,2,3,0,0,4
jjeknnigbkhhilfjhoijbddeaihdpmdi,Accessibility,2,0,0,3,0,0,0,6,7,12,0,1,13
llcihajgaigeicmdohjkiehbacoiggbh,Accessibility,0,0,0,0,0,0,2,6,7,3,0,0,9
loojjnjjfmnmaefhinlahhaegaffjahc,Accessibility,3,0,1,2,0,0,0,3,7,4,0,0,8
iomchefffddaglnekonfihdnccacnjjb,Accessibility,0,0,0,0,0,0,0,5,6,4,0,0,9
fkfpnaflphlcmdjbafoniiaidjcccngh,Accessibility,0,0,0,0,0,0,0,1,1,3,0,0,4
fckmoocgedngaabgecoenfdgmohhjpdp,Accessibility,0,0,0,0,0,0,0,6,5,4,0,0,8
mfgiiiiafpfcapmfnidgenigejmcolaf,Accessibility,0,0,0,0,0,0,0,3,3,2,0,0,4
iolfinldndiiobhednboghogkiopppid,Accessibility,0,0,0,0,0,0,0,0,2,1,0,0,3
cefnijegidclnhihhbnomdelbnfcbijn,Accessibility,1,0,0,1,0,0,0,2,3,2,0,0,5
eaoehmpaiecpkjibbjjgmmpkeibcgomb,Accessibility,1,0,0,1,0,0,2,4,1,7,0,0,8
fmcbineojopoamfhaabogigdbpbklnld,Accessibility,1,0,0,1,1,0,0,6,5,8,0,0,12
pmhhbpkkljppfkcbpiapoidhkljjadcj,Accessibility,0,0,0,1,0,0,0,10,14,8,0,0,15
ifgeakhabaceobofgjfgdcgecfjijknc,Accessibility,0,0,0,1,0,0,0,1,1,0,0,0,3
ackphihcdplfdibilcffipofnekaeoea,Accessibility,0,0,0,0,0,0,0,5,4,6,0,0,8
ofpjaihjnmaccagommbdjhlmbobneohe,Accessibility,0,0,0,0,0,0,2,6,5,3,1,0,9
nfljmjligibcncfjdnhnhiafobdfddnj,Accessibility,1,0,0,1,0,0,0,4,6,2,1,0,8
kpkcknpojhhbhkpdanbfeiaknjhfmdck,Accessibility,0,0,0,0,0,0,0,4,8,4,0,0,12
fbkngleiiccokoifohhjhlagkejlphkj,Accessibility,1,0,0,1,0,0,2,6,7,4,3,0,12
hcdeoflfbkpmebldjfkemfhjomgjipgn,Accessibility,0,0,0,1,0,0,1,2,1,5,0,0,6
pplkkehghfmdfghoopnelpcofbganpfc,Accessibility,1,0,0,1,1,0,0,8,10,4,0,0,13
ddpcgkafbenhbffpphphjolfdmodnjfa,Accessibility,1,0,0,1,0,0,0,3,7,4,0,0,8
lknmkdboinipbkmhiaehcfmmffkmjpke,Accessibility,1,0,0,1,0,0,0,4,4,5,0,0,9
eplelpecfibefnfdpnaifldgichdkgij,Accessibility,0,0,0,1,1,0,1,7,6,7,0,0,15
lmkahhabmjbajgojojmmcdcdjgpgcihp,Accessibility,3,0,0,6,0,0,0,3,9,7,0,0,10
pjnokokfkejfkcocpenncinijfiaeepj,Accessibility,0,0,0,1,0,0,0,3,5,4,0,0,8
gpgjofmpmjjopcogjgdldidobhmjmdbm,Accessibility,0,0,0,0,0,0,0,2,2,3,0,0,3
ikcamkknjfdplkdjjncobgmpciklohjg,Accessibility,0,0,0,0,0,0,0,6,7,3,0,0,8
phpinlgpecdaelknbfaenbljidcbhgbe,Accessibility,0,0,0,0,0,0,0,5,8,5,0,0,10
nchkiefgjgoblhgnejemcgfgnfpgmdjm,Accessibility,0,0,0,1,0,0,0,3,4,4,0,0,6
ncmmjllnomaomnpcjlogknlmefjpfdmh,Accessibility,3,0,0,3,1,0,2,6,3,6,0,0,11
hfpglafkfedcnnojpioconphfcelcljj,Accessibility,1,0,0,2,0,0,0,10,10,10,0,0,15
okhbclgjekhengneikjmefclcojngijf,Accessibility,2,0,0,2,0,0,0,7,5,5,0,0,10
bkpaljhmpehdbjkoahohlhkhlleaicel,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,3
ieaebnkibonmpbhdaanjkmedikadnoje,Accessibility,0,0,0,0,0,0,0,2,2,1,0,0,4
hkocmggdccebpnjlalmblmgbbgbnlobk,Accessibility,1,0,0,1,0,0,0,3,4,1,0,0,6
ajcdhdekjnodelbjdobjeodhemkkconf,Accessibility,0,0,0,0,0,0,1,1,3,1,0,0,3
ieobkbhmljlmkodnhiogjhkjgoongdmn,Accessibility,1,1,0,1,1,0,1,6,10,5,2,0,12
gahogncmdbjleklophdcgpbeoeboolbk,Accessibility,2,0,0,2,0,0,0,5,4,3,1,0,6
dmojdkbkmdogbhfonmgodkihaappeepn,Accessibility,2,0,0,1,0,0,0,1,3,6,0,0,6
cgdbpnmhhkgaaahpmgmmibiifdegidbl,Accessibility,3,0,0,3,0,0,0,7,6,6,0,0,11
chmkmanpkjlafecjpeiflfckalgpofbo,Accessibility,0,0,0,0,0,0,0,6,7,7,1,0,15
jjchodckpgecejjbbdedboikbidieebe,Accessibility,0,0,0,0,0,0,0,4,6,4,0,0,7
dhbfhdlbkkndcdocnoejneopgjkkodnf,Accessibility,1,0,0,3,0,0,0,3,4,4,0,0,7
jahidgfhkihpbdldkjhpcccbaklbblha,Accessibility,0,0,0,0,0,0,0,3,2,2,0,0,3
ngnmhichkkkadjknjfbhhoofimmmepgn,Accessibility,3,0,0,4,0,0,0,8,8,9,1,0,11
ajabfhplebocnmdcejfleginmigkhjdj,Accessibility,0,0,0,0,0,0,0,1,1,4,0,0,6
cheolhficilobbjkgdinaobglkppmckc,Accessibility,0,0,0,0,0,0,0,3,3,4,0,0,6
mbfjokpccbakbnnpklkcginkalkijkan,Accessibility,0,0,0,2,0,0,3,6,6,5,2,0,6
nebpcniblohdgemginackdeilpgcknmm,Accessibility,1,0,0,1,0,0,0,10,5,6,0,0,12
fgjpbkpdakjgkgndpophdhjdnkchijjd,Accessibility,3,0,0,2,1,0,0,8,6,9,0,0,14
oehnjmhgpdbjiipgeahdfmmbnldakogp,Accessibility,0,0,0,0,0,0,0,2,2,3,0,0,4
fbjhgeaafhlbjiejehpjdnghinlcceak,Accessibility,3,0,0,5,0,0,0,8,9,9,0,0,10
oaapcidpakehdcahgphkpoehnmhjfabn,Accessibility,0,0,0,0,0,0,0,2,3,5,0,0,8
nokbihopfkicbdenmaeochkbbonimmjj,Accessibility,0,0,0,2,0,0,1,3,3,2,0,0,5
lkcampbojgmgobcfinlkgkodlnlpjieb,Accessibility,0,0,0,0,0,0,0,0,1,2,0,0,2
hgipnfbocicekiedonjljfceicobdfgo,Accessibility,3,0,2,3,0,0,0,5,2,2,0,0,6
kkgjcknlnbcciacdklmnafmfcfjnpcja,Accessibility,2,0,0,2,0,0,0,9,7,5,0,0,11
edcajbacgdcdeecojhlllbgingbjfbmk,Accessibility,0,0,0,0,0,0,0,4,5,4,0,0,7
iebboopaeangfpceklajfohhbpkkfiaa,Accessibility,0,0,0,0,0,0,0,5,4,3,0,0,9
mdpfkohgfpidohkakdbpmnngaocglmhl,Accessibility,0,0,0,0,0,0,1,11,11,8,2,0,15
nibjplbnmmklkfnkpecgbffkifmdbjed,Accessibility,1,0,0,2,0,0,0,2,3,5,0,0,8
fobokeococnhobjlfpkoibpjnajichnj,Accessibility,0,0,0,0,0,0,0,2,6,4,0,0,9
mpcecjnnfkojdapdkeimdkbfdjidmfdk,Accessibility,1,0,0,1,0,0,0,2,1,1,0,0,3
pejfnhofiobipecfihimnfkhbffgfcba,Accessibility,0,0,0,0,0,0,0,4,4,7,0,0,10
pekienofpgmnhgaeommfoemmnimpaelk,Accessibility,1,0,0,1,0,0,0,5,5,7,1,0,11
gpnimokaaihgjhgopjkfdkpbckmhckoc,Accessibility,1,0,0,1,0,0,0,5,1,5,0,0,7
cmcgilnacfcnkhmeaoinpalpiedbaclb,Accessibility,0,0,0,1,0,0,0,3,5,7,0,0,11
hnhaeghfdpjiheefkeoheddoeeioadhp,Accessibility,1,0,0,3,0,0,0,3,4,3,0,0,8
jkocjlfoajkdocnfanocjngifhdfhakf,Accessibility,2,0,0,2,0,0,0,2,1,3,0,0,7
gahikeojfodidijbfjdfigekphlkcpjm,Accessibility,2,0,0,1,1,0,0,6,6,7,0,0,12
gklfcaofjmilchcphdgbhjeoopdaejje,Accessibility,1,0,0,1,0,0,0,2,2,4,0,0,5
dogbgbjckgkpebicolofikcbhgkfkdkg,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,3
embpahkgankomlgihkjdjklnfmoablmb,Accessibility,0,0,0,0,0,0,0,6,5,6,0,0,11
fncajcljgocjfbbpmlhbfbbidjobijop,Accessibility,0,0,0,0,0,0,0,7,8,7,0,0,13
mjdehbkikkkcnogiikhankanhgjfgljl,Accessibility,3,0,0,3,1,0,1,11,10,7,7,0,13
jmhnkflkeopignflnlamiebjoaalkklf,Accessibility,0,0,0,1,0,0,0,9,9,7,0,0,13
njhahfgdehchdahmlbbbbaahkhfmegoh,Accessibility,0,0,0,1,0,0,0,1,2,0,0,0,4
fdmmgnabliecegmbnmmihidbnmdjmflh,Accessibility,0,0,0,0,0,0,0,3,1,2,0,0,4
mcfacdlgdhekfeonmihigncncdhofbgk,Accessibility,0,0,0,2,0,0,3,4,3,4,2,0,7
alaejlmlpgcffloicejpccebbeeibemo,Accessibility,0,0,0,0,0,0,0,5,6,7,0,0,10
icibkhaehdofmcbfjfpppogioidkilib,Accessibility,1,0,0,1,0,0,0,6,5,6,0,0,10
cmepghbdejbphecnknahlhmkfjfcllki,Accessibility,0,0,0,0,0,0,0,3,3,5,0,0,6
ceclpkijbnainlkgokhfjaaagiknmkjh,Accessibility,2,0,1,3,0,0,0,5,5,6,1,0,8
ahkepgmbodoebkgfnfppnbgpibgnkanh,Accessibility,4,0,0,7,0,0,0,1,10,8,0,0,11
clcdbeolcdigfefgbhlgghepjfkpdlgi,Accessibility,1,0,0,1,0,0,0,6,6,3,0,0,11
fjlajplnhgepoadghdfflbckgfjoncho,Accessibility,2,1,0,2,1,0,0,1,7,6,0,0,8
limeoeacpekfcanimjnnbgolggamkogd,Accessibility,0,0,0,0,0,0,0,1,5,3,0,0,9
oikfpmlaiejmpdenclhgfcpchjhemnpj,Accessibility,1,1,0,2,0,0,0,7,7,6,0,0,12
jagkgcdoedicdlfmmneblmbimndhagkp,Accessibility,3,0,0,4,0,0,1,10,9,6,5,0,13
amcnjejmdfilapnnfgnhnidhkififadk,Accessibility,0,0,0,1,0,0,0,3,5,4,0,0,9
eopimnkjhiiigfakbhiehpiacdiolcpc,Accessibility,1,0,0,1,0,0,1,6,6,4,4,0,8
kjafomlgjddlogahodihnhhmlobijdff,Accessibility,0,0,0,0,0,0,0,2,7,1,0,0,7
nkbnlgonoekhmldnihfdpakhhjhmdkbd,Accessibility,0,0,0,0,0,0,0,1,1,3,0,0,3
pbnndmlekkboofhnbonilimejonapojg,Accessibility,1,0,0,1,0,0,1,8,7,6,1,0,10
kldbgfbmlgoobcahdjlahmpbfcepglof,Accessibility,0,0,0,0,0,0,0,2,2,3,0,0,5
ambiinlkilpoeeolkiklengjdekaihog,Accessibility,0,0,0,0,0,0,0,4,4,0,0,0,5
pempolhchcmklhmhghjbmiepkamocddn,Accessibility,1,0,0,1,0,0,1,3,4,3,0,0,9
bhahbhcbkoapdhemlffafjiglbigdodl,Accessibility,1,0,0,2,0,0,0,9,6,6,0,0,11
goodnjebkdapcafcdipcnlahdppddahg,Accessibility,0,0,0,0,0,0,0,3,2,3,0,0,6
jgjbkbfgimonbbgbcinofcahnjlnicff,Accessibility,1,0,0,1,0,0,0,6,8,8,0,0,11
deoalioklielfbgmlbedenmphhndmmnf,Accessibility,3,0,1,4,0,0,0,7,6,9,1,0,12
hlofmmmlhfelbfhcpapoackkglljfcnb,Accessibility,1,0,0,2,0,0,0,6,7,6,1,0,9
apaffbbeglodglogdkochmehmmfghaoh,Accessibility,1,0,0,3,1,0,0,7,11,6,1,0,13
pkgbcmdpjlnmngdfjicnkppkkmnaejnm,Accessibility,1,1,0,1,0,0,0,1,6,7,0,0,7
jmcfgfebjmfodjnmgicmkpkbpbfelhki,Accessibility,2,0,0,3,1,0,0,11,9,7,1,0,13
apackbelmolgjpdfegmnkpajpdnchkgp,Accessibility,2,0,0,2,0,0,2,10,11,6,0,0,11
dncjjffcbonlldfplckbhincdjgbbmae,Accessibility,1,0,0,3,1,0,1,7,6,5,3,0,8
ndpecggjdoboabdlfmhjokeijpfbmdlc,Accessibility,2,0,0,2,0,0,0,3,2,3,0,0,6
